Total CGPA,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour?,Management or Technical,worked in teams ever?,Introvert
7.611111111111112,5,2,6,4,no,no,hadoop,excellent,medium,hacking,developer,higherstudies,Sales and Marketing,yes,Guide,Work,stubborn,Technical,yes,yes
7.488888888888889,5,6,3,6,no,no,full stack,excellent,medium,data engineering,security,job,Finance,yes,Religion-Spirituality,salary,gentle,Management,no,no
7.566666666666667,4,6,4,5,no,yes,distro making,poor,excellent,Computer Architecture,testing,higherstudies,Finance,no,Encyclopedias,Work,stubborn,Management,yes,no
7.333333333333333,4,1,1,3,no,yes,hadoop,medium,poor,Software Engineering,testing,higherstudies,Web Services,yes,Prayer books,Work,stubborn,Management,yes,yes
7.833333333333333,9,4,9,4,no,no,information security,excellent,medium,Management,Business process analyst,higherstudies,Product based,yes,Romance,salary,gentle,Management,yes,yes
7.7333333333333325,5,0,8,5,yes,yes,hadoop,excellent,medium,programming,testing,job,Cloud Services,no,Guide,salary,stubborn,Management,no,yes
8.177777777777777,2,4,5,3,yes,yes,machine learning,excellent,medium,IOT,testing,job,Testing and Maintainance Services,no,Math,salary,stubborn,Technical,no,yes
7.388888888888888,1,3,8,9,no,no,information security,excellent,medium,hacking,testing,job,product development,yes,Romance,Work,gentle,Technical,yes,no
7.966666666666667,2,2,5,2,no,yes,full stack,excellent,excellent,parallel computing,Business process analyst,job,Product based,yes,Art,Work,gentle,Management,yes,yes
8.055555555555555,8,5,7,6,yes,no,r programming,poor,poor,Computer Architecture,system developer,job,Web Services,yes,Science,salary,gentle,Technical,no,yes
7.777777777777777,4,4,2,5,yes,yes,machine learning,poor,excellent,cloud computing,Business process analyst,job,Cloud Services,no,Journals,Work,stubborn,Management,yes,no
7.688888888888888,1,0,7,5,yes,yes,app development,medium,poor,hacking,system developer,higherstudies,Cloud Services,yes,Satire,Work,stubborn,Management,yes,no
7.644444444444444,8,0,2,4,yes,no,r programming,excellent,excellent,Management,developer,higherstudies,Testing and Maintainance Services,no,Dictionaries,salary,stubborn,Management,no,no
7.822222222222223,3,3,2,8,yes,yes,r programming,excellent,medium,IOT,system developer,higherstudies,Service Based,yes,Health,salary,stubborn,Management,yes,yes
7.777777777777777,4,4,4,3,yes,yes,information security,medium,poor,networks,system developer,higherstudies,Web Services,no,Anthology,Work,stubborn,Management,no,yes
7.811111111111112,1,5,6,3,no,no,app development,excellent,medium,Computer Architecture,developer,job,Finance,no,Religion-Spirituality,salary,stubborn,Management,yes,yes
7.877777777777777,3,4,3,8,no,no,information security,excellent,medium,hacking,Business process analyst,higherstudies,Web Services,yes,Travel,Work,stubborn,Management,no,yes
7.655555555555556,6,0,6,9,yes,yes,machine learning,medium,medium,hacking,Business process analyst,higherstudies,BPA,yes,Guide,salary,gentle,Management,no,yes
7.8,7,4,5,4,yes,no,machine learning,excellent,poor,hacking,developer,higherstudies,Web Services,yes,Autobiographies,salary,gentle,Management,yes,yes
7.633333333333333,6,1,5,1,no,no,distro making,poor,excellent,cloud computing,Business process analyst,higherstudies,BPA,yes,Religion-Spirituality,salary,stubborn,Technical,no,yes
7.688888888888888,8,5,2,8,no,yes,app development,excellent,medium,cloud computing,security,job,Cloud Services,no,Religion-Spirituality,Work,gentle,Management,yes,no
7.944444444444445,7,4,8,8,no,yes,full stack,poor,medium,Software Engineering,cloud computing,job,BPA,yes,Guide,salary,gentle,Management,no,yes
6.877777777777777,7,5,2,6,yes,no,shell programming,poor,poor,Computer Architecture,security,higherstudies,Sales and Marketing,yes,Science,Work,stubborn,Management,yes,yes
7.677777777777777,3,2,6,8,no,no,information security,medium,poor,data engineering,cloud computing,job,Web Services,no,Mystery,salary,stubborn,Technical,no,yes
7.511111111111111,3,2,6,8,no,yes,r programming,poor,poor,programming,security,higherstudies,Cloud Services,no,Prayer books,Work,gentle,Technical,yes,no
7.044444444444444,4,2,6,1,yes,no,machine learning,poor,excellent,parallel computing,developer,higherstudies,SAaS services,no,Fantasy,salary,gentle,Technical,yes,yes
7.611111111111112,2,0,5,4,yes,no,r programming,excellent,poor,Computer Architecture,security,higherstudies,Sales and Marketing,yes,Trilogy,Work,gentle,Management,no,yes
8.411111111111111,5,0,4,5,no,no,full stack,medium,poor,programming,testing,job,product development,no,Cookbooks,salary,stubborn,Management,yes,yes
7.955555555555556,7,4,4,6,no,no,hadoop,poor,poor,parallel computing,testing,higherstudies,Cloud Services,no,Math,Work,gentle,Technical,no,no
8.022222222222222,8,5,2,5,yes,yes,hadoop,excellent,medium,parallel computing,developer,higherstudies,BPA,yes,Poetry,Work,gentle,Technical,yes,no
7.955555555555556,4,1,1,4,yes,yes,r programming,poor,excellent,parallel computing,testing,higherstudies,Web Services,no,Fantasy,Work,gentle,Management,no,yes
7.6,6,2,8,8,no,yes,shell programming,medium,poor,Software Engineering,security,higherstudies,Service Based,no,Comics,Work,gentle,Management,no,no
7.666666666666667,6,4,6,2,yes,yes,hadoop,excellent,poor,IOT,cloud computing,job,Testing and Maintainance Services,no,Comics,Work,gentle,Management,yes,yes
7.111111111111112,2,2,9,2,yes,yes,shell programming,excellent,poor,networks,cloud computing,job,Web Services,yes,Encyclopedias,Work,gentle,Management,yes,yes
7.8,9,2,3,4,yes,no,app development,excellent,medium,IOT,developer,job,BPA,yes,Dictionaries,Work,gentle,Management,yes,no
7.7666666666666675,7,5,8,6,yes,no,full stack,excellent,medium,programming,security,higherstudies,Web Services,yes,Horror,Work,stubborn,Management,yes,no
7.144444444444444,3,3,4,6,yes,no,information security,excellent,excellent,Management,Business process analyst,higherstudies,Finance,no,Autobiographies,Work,stubborn,Management,yes,no
7.7,1,6,2,5,yes,no,distro making,medium,excellent,programming,security,higherstudies,Finance,no,Self help,Work,gentle,Technical,no,yes
8.233333333333333,6,2,3,6,yes,yes,r programming,medium,excellent,networks,cloud computing,higherstudies,Product based,yes,Health,Work,stubborn,Technical,yes,yes
7.955555555555556,8,6,4,8,no,yes,information security,poor,excellent,Computer Architecture,security,job,Service Based,yes,Drama,Work,stubborn,Technical,no,yes
7.7555555555555555,3,4,3,4,no,no,r programming,excellent,medium,parallel computing,system developer,job,Testing and Maintainance Services,no,Guide,Work,gentle,Technical,yes,no
7.988888888888889,6,1,8,4,yes,no,hadoop,medium,excellent,data engineering,Business process analyst,higherstudies,Service Based,yes,Mystery,Work,gentle,Technical,no,yes
7.2333333333333325,3,3,3,2,yes,no,distro making,excellent,poor,programming,developer,job,Product based,no,Diaries,Work,stubborn,Technical,no,no
7.277777777777777,8,0,2,2,no,yes,r programming,poor,medium,data engineering,testing,higherstudies,BPA,yes,Art,Work,stubborn,Technical,yes,yes
7.411111111111111,2,3,6,6,yes,yes,python,poor,excellent,cloud computing,developer,job,Sales and Marketing,yes,Dictionaries,Work,gentle,Technical,no,yes
7.611111111111112,6,6,2,6,yes,yes,information security,poor,excellent,data engineering,Business process analyst,higherstudies,Service Based,yes,Fantasy,Work,stubborn,Management,yes,no
7.7444444444444445,2,1,2,2,no,no,hadoop,poor,excellent,IOT,system developer,job,Finance,no,Religion-Spirituality,Work,gentle,Technical,yes,yes
7.677777777777777,5,1,1,6,yes,yes,information security,poor,excellent,hacking,system developer,job,Cloud Services,yes,Religion-Spirituality,salary,stubborn,Technical,no,no
7.655555555555556,2,4,7,5,no,no,app development,medium,excellent,networks,Business process analyst,higherstudies,Web Services,yes,Dictionaries,Work,gentle,Technical,no,yes
7.7,9,3,1,6,no,no,information security,excellent,poor,hacking,security,higherstudies,Service Based,no,Poetry,Work,gentle,Management,no,yes
7.622222222222223,4,6,8,7,no,yes,information security,poor,medium,IOT,Business process analyst,higherstudies,product development,yes,History,Work,stubborn,Management,no,yes
7.566666666666667,7,0,6,4,yes,yes,app development,medium,poor,networks,cloud computing,job,Testing and Maintainance Services,yes,Diaries,salary,stubborn,Technical,no,no
7.7333333333333325,7,6,5,2,yes,no,distro making,excellent,excellent,Software Engineering,Business process analyst,higherstudies,Service Based,yes,Action and Adventure,Work,gentle,Management,no,yes
7.555555555555555,4,5,5,3,yes,yes,shell programming,excellent,poor,Management,developer,job,Web Services,yes,Series,salary,gentle,Technical,no,yes
7.833333333333333,3,5,2,1,no,no,full stack,medium,poor,IOT,developer,job,Finance,no,Romance,Work,gentle,Management,no,yes
8.3,2,0,2,6,no,yes,information security,excellent,excellent,parallel computing,security,higherstudies,Testing and Maintainance Services,no,Comics,Work,stubborn,Technical,yes,no
7.666666666666667,6,3,8,2,no,yes,information security,poor,poor,data engineering,security,job,BPA,no,Health,salary,stubborn,Management,no,yes
7.622222222222223,4,6,9,5,yes,no,information security,medium,medium,Software Engineering,developer,higherstudies,product development,no,Journals,salary,gentle,Management,yes,yes
7.833333333333333,2,5,8,4,no,no,app development,medium,medium,programming,security,higherstudies,Web Services,yes,Science fiction,salary,gentle,Management,no,no
7.533333333333333,2,2,2,4,yes,no,hadoop,poor,excellent,programming,system developer,job,SAaS services,no,Health,salary,stubborn,Technical,no,no
8.133333333333333,6,2,2,6,no,yes,full stack,medium,medium,data engineering,Business process analyst,job,Service Based,no,Travel,Work,gentle,Management,yes,no
7.444444444444445,2,0,3,8,no,yes,hadoop,poor,poor,Management,cloud computing,job,Service Based,yes,Poetry,Work,stubborn,Management,yes,yes
6.944444444444445,2,1,9,7,no,yes,full stack,excellent,medium,Computer Architecture,system developer,job,SAaS services,no,Science,salary,gentle,Management,no,no
7.4222222222222225,2,1,4,3,no,yes,machine learning,medium,medium,data engineering,Business process analyst,job,product development,yes,Self help,salary,stubborn,Technical,yes,no
7.988888888888889,3,6,5,6,yes,no,information security,poor,poor,cloud computing,Business process analyst,higherstudies,Web Services,yes,Journals,salary,stubborn,Management,yes,yes
7.933333333333333,4,4,6,5,yes,yes,shell programming,poor,medium,programming,security,job,Product based,no,History,salary,gentle,Management,no,no
7.722222222222223,3,0,7,6,yes,yes,shell programming,poor,poor,Computer Architecture,cloud computing,job,Service Based,yes,Action and Adventure,Work,stubborn,Management,yes,no
7.966666666666667,7,0,4,9,no,no,app development,excellent,excellent,Management,testing,higherstudies,SAaS services,no,Prayer books,Work,stubborn,Technical,no,no
8.122222222222224,7,5,5,1,no,no,r programming,medium,excellent,programming,cloud computing,higherstudies,Finance,yes,Dictionaries,salary,gentle,Technical,yes,yes
7.7555555555555555,8,0,8,5,no,yes,machine learning,poor,medium,Management,Business process analyst,higherstudies,Sales and Marketing,yes,Journals,Work,stubborn,Technical,no,yes
7.488888888888889,2,0,7,1,no,yes,distro making,medium,medium,Software Engineering,cloud computing,higherstudies,Product based,yes,Poetry,salary,stubborn,Management,no,no
7.933333333333333,5,3,9,4,no,yes,information security,excellent,poor,programming,cloud computing,job,Finance,no,History,salary,stubborn,Management,yes,yes
8.277777777777777,5,0,5,4,no,yes,hadoop,medium,poor,Computer Architecture,security,job,Testing and Maintainance Services,no,Trilogy,Work,gentle,Management,yes,no
7.811111111111112,1,5,5,2,no,yes,full stack,excellent,excellent,Computer Architecture,cloud computing,higherstudies,BPA,yes,Travel,salary,stubborn,Management,no,yes
8.211111111111112,1,3,8,3,no,no,python,medium,poor,parallel computing,system developer,job,product development,yes,Romance,salary,gentle,Technical,no,yes
7.7,2,3,4,2,yes,yes,r programming,medium,excellent,cloud computing,system developer,job,Service Based,yes,Cookbooks,Work,gentle,Management,yes,no
7.544444444444444,5,3,8,2,yes,yes,information security,poor,medium,cloud computing,cloud computing,higherstudies,SAaS services,no,Autobiographies,Work,stubborn,Management,yes,yes
7.888888888888888,7,0,5,1,yes,no,distro making,medium,excellent,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,no,Travel,Work,gentle,Management,yes,yes
7.366666666666667,1,4,6,9,yes,no,shell programming,medium,excellent,Software Engineering,Business process analyst,job,BPA,no,Self help,Work,stubborn,Management,no,no
7.311111111111112,8,5,3,9,no,no,information security,excellent,medium,Management,developer,higherstudies,Sales and Marketing,no,Health,salary,stubborn,Management,no,yes
7.966666666666667,8,5,5,1,no,no,information security,poor,medium,networks,security,higherstudies,SAaS services,no,Encyclopedias,Work,stubborn,Technical,no,no
8.333333333333332,6,0,9,4,no,yes,distro making,excellent,medium,IOT,testing,job,BPA,yes,Horror,Work,gentle,Technical,yes,no
7.866666666666667,3,2,3,5,yes,no,full stack,poor,poor,cloud computing,system developer,job,Service Based,yes,Romance,salary,stubborn,Technical,no,yes
8.077777777777778,3,0,1,7,no,no,information security,medium,excellent,hacking,cloud computing,higherstudies,Sales and Marketing,no,Series,salary,gentle,Management,yes,yes
7.488888888888889,3,0,8,3,yes,no,hadoop,medium,medium,hacking,Business process analyst,job,Service Based,yes,Trilogy,salary,stubborn,Technical,yes,no
7.377777777777777,6,1,3,4,yes,no,hadoop,medium,medium,hacking,system developer,job,Testing and Maintainance Services,no,Romance,Work,gentle,Technical,no,yes
7.222222222222223,5,6,1,4,yes,yes,app development,medium,poor,cloud computing,cloud computing,job,BPA,no,Health,Work,stubborn,Management,yes,no
7.8,5,6,8,8,no,yes,app development,poor,poor,hacking,developer,higherstudies,SAaS services,yes,Science fiction,Work,stubborn,Technical,no,no
7.588888888888889,4,5,2,7,no,no,hadoop,medium,poor,data engineering,system developer,job,Sales and Marketing,yes,Self help,Work,stubborn,Technical,no,yes
7.322222222222223,9,2,9,3,yes,yes,app development,poor,poor,hacking,developer,job,Sales and Marketing,yes,Health,salary,stubborn,Technical,no,yes
7.433333333333333,7,2,7,8,yes,yes,distro making,medium,excellent,Computer Architecture,security,higherstudies,Web Services,no,Encyclopedias,salary,gentle,Management,yes,no
7.888888888888888,3,2,6,4,no,yes,information security,medium,medium,programming,developer,higherstudies,Finance,no,Guide,salary,gentle,Management,yes,yes
7.122222222222223,7,4,7,5,no,no,full stack,excellent,poor,Software Engineering,security,higherstudies,Web Services,no,Action and Adventure,Work,gentle,Technical,yes,yes
7.622222222222223,3,6,5,9,no,yes,distro making,excellent,medium,IOT,Business process analyst,job,Cloud Services,no,Math,salary,stubborn,Technical,no,yes
7.522222222222223,8,4,9,9,yes,yes,shell programming,poor,excellent,Management,testing,job,SAaS services,no,Horror,Work,stubborn,Technical,yes,yes
7.7666666666666675,7,4,9,1,no,yes,app development,poor,poor,data engineering,cloud computing,job,Product based,no,Dictionaries,Work,gentle,Management,no,yes
7.622222222222223,4,0,6,7,yes,no,hadoop,excellent,excellent,Computer Architecture,security,higherstudies,BPA,yes,Science,salary,gentle,Management,no,no
7.9222222222222225,4,4,4,2,yes,no,distro making,excellent,poor,Management,security,higherstudies,Service Based,no,Encyclopedias,Work,gentle,Management,no,yes
7.2555555555555555,5,6,2,2,yes,yes,r programming,poor,medium,Computer Architecture,Business process analyst,job,BPA,no,Series,Work,gentle,Management,yes,no
6.7444444444444445,1,6,9,7,yes,no,machine learning,medium,poor,data engineering,developer,job,Web Services,no,Drama,Work,gentle,Technical,no,yes
7.777777777777777,4,3,7,2,yes,yes,r programming,excellent,poor,cloud computing,Business process analyst,job,Cloud Services,yes,Satire,Work,gentle,Technical,yes,yes
7.7555555555555555,8,4,6,5,yes,yes,hadoop,poor,medium,IOT,cloud computing,higherstudies,Product based,yes,Self help,Work,stubborn,Technical,yes,no
7.611111111111112,9,2,6,3,yes,no,python,poor,poor,hacking,developer,higherstudies,BPA,no,Science,Work,stubborn,Technical,yes,no
7.5777777777777775,1,6,9,1,yes,no,shell programming,medium,excellent,Management,developer,job,Web Services,yes,Childrens,Work,stubborn,Technical,no,yes
7.5,3,3,3,5,no,yes,app development,poor,medium,parallel computing,testing,job,product development,yes,Action and Adventure,salary,gentle,Management,yes,no
7.933333333333333,9,0,9,9,yes,no,app development,excellent,poor,parallel computing,security,higherstudies,Sales and Marketing,no,Religion-Spirituality,Work,gentle,Management,yes,no
7.166666666666667,2,1,1,1,yes,yes,python,medium,excellent,IOT,testing,higherstudies,SAaS services,yes,Dictionaries,Work,gentle,Technical,yes,yes
7.844444444444444,5,5,7,5,no,yes,r programming,poor,poor,parallel computing,developer,job,Testing and Maintainance Services,yes,Prayer books,Work,gentle,Management,no,no
7.944444444444445,2,3,3,1,yes,no,distro making,poor,excellent,Management,Business process analyst,job,Finance,yes,Series,salary,gentle,Technical,no,no
7.7,6,0,2,8,yes,yes,information security,poor,excellent,Management,testing,higherstudies,Sales and Marketing,no,Self help,Work,gentle,Technical,no,yes
8.133333333333333,6,5,2,6,no,yes,information security,excellent,poor,networks,security,higherstudies,product development,yes,Romance,salary,gentle,Technical,no,no
7.833333333333333,7,6,6,9,yes,no,r programming,excellent,medium,IOT,cloud computing,higherstudies,BPA,no,Biographies,salary,gentle,Technical,yes,no
7.6,1,6,6,9,no,yes,distro making,poor,excellent,cloud computing,developer,job,Finance,yes,Dictionaries,salary,stubborn,Management,yes,no
7.5777777777777775,1,1,1,8,yes,no,distro making,medium,excellent,data engineering,developer,job,SAaS services,yes,Health,Work,gentle,Technical,yes,yes
7.322222222222223,4,2,6,4,no,yes,full stack,excellent,medium,Management,system developer,higherstudies,Web Services,yes,Guide,Work,stubborn,Technical,yes,no
7.855555555555556,8,6,3,5,yes,no,python,excellent,poor,programming,cloud computing,higherstudies,Product based,yes,Satire,salary,gentle,Management,yes,yes
7.411111111111111,3,5,6,8,no,yes,shell programming,poor,excellent,data engineering,cloud computing,higherstudies,Cloud Services,no,Childrens,salary,gentle,Management,no,yes
7.655555555555556,8,0,4,6,no,yes,hadoop,medium,medium,parallel computing,security,job,Web Services,no,Horror,salary,stubborn,Technical,yes,no
7.377777777777777,6,5,5,5,no,yes,app development,excellent,poor,cloud computing,Business process analyst,higherstudies,product development,yes,Science,salary,gentle,Management,yes,no
7.366666666666667,4,5,1,8,yes,yes,full stack,medium,excellent,IOT,security,higherstudies,Service Based,no,Journals,Work,gentle,Technical,yes,yes
7.411111111111111,2,4,7,3,no,yes,r programming,excellent,poor,Software Engineering,testing,higherstudies,Product based,yes,Guide,Work,gentle,Technical,no,yes
7.322222222222223,8,1,3,9,yes,yes,distro making,poor,medium,cloud computing,cloud computing,job,Sales and Marketing,no,Diaries,salary,stubborn,Technical,yes,no
7.555555555555555,5,1,1,8,no,yes,machine learning,poor,poor,programming,testing,job,SAaS services,no,Religion-Spirituality,salary,stubborn,Technical,yes,no
7.411111111111111,9,3,2,5,yes,yes,information security,medium,excellent,cloud computing,developer,job,Finance,no,Action and Adventure,Work,gentle,Management,yes,no
7.7555555555555555,3,2,7,6,no,yes,shell programming,excellent,poor,programming,testing,job,Web Services,yes,Poetry,Work,gentle,Technical,no,yes
7.622222222222223,5,4,4,7,yes,no,information security,poor,excellent,parallel computing,testing,job,Finance,no,Biographies,salary,stubborn,Technical,no,no
7.988888888888889,4,4,9,9,no,yes,machine learning,excellent,poor,networks,Business process analyst,higherstudies,product development,no,Science fiction,salary,stubborn,Management,yes,yes
7.855555555555556,4,0,8,9,no,yes,machine learning,medium,medium,hacking,system developer,job,Sales and Marketing,no,Action and Adventure,Work,stubborn,Technical,no,yes
8.1,2,0,1,2,yes,no,information security,medium,excellent,networks,developer,job,Cloud Services,no,Horror,Work,gentle,Technical,no,yes
8.0,4,6,8,9,yes,no,full stack,medium,excellent,Computer Architecture,testing,higherstudies,Testing and Maintainance Services,yes,Guide,salary,stubborn,Management,no,no
7.722222222222223,3,6,6,5,no,no,distro making,medium,excellent,networks,Business process analyst,job,SAaS services,yes,Series,salary,gentle,Technical,yes,no
7.566666666666667,2,0,8,2,yes,yes,r programming,excellent,medium,data engineering,cloud computing,job,BPA,no,Health,salary,gentle,Technical,no,yes
8.11111111111111,8,1,7,9,no,yes,shell programming,poor,excellent,programming,Business process analyst,higherstudies,BPA,yes,Anthology,salary,gentle,Technical,yes,no
7.2666666666666675,1,1,5,3,yes,no,shell programming,medium,excellent,Management,testing,job,Product based,no,Comics,Work,gentle,Management,no,no
7.888888888888888,2,0,7,5,yes,no,app development,medium,medium,cloud computing,cloud computing,higherstudies,BPA,no,Health,Work,stubborn,Management,yes,yes
7.966666666666667,3,1,8,8,no,yes,distro making,excellent,poor,programming,system developer,higherstudies,Sales and Marketing,no,Dictionaries,salary,gentle,Management,yes,no
7.866666666666667,1,2,4,8,yes,yes,shell programming,poor,medium,networks,developer,higherstudies,Service Based,no,Cookbooks,salary,stubborn,Technical,yes,no
8.066666666666666,3,6,5,4,no,yes,information security,excellent,medium,Computer Architecture,testing,higherstudies,Product based,no,Poetry,salary,gentle,Technical,yes,yes
7.4222222222222225,5,5,1,3,yes,no,python,medium,medium,hacking,system developer,higherstudies,BPA,yes,Art,Work,gentle,Technical,yes,yes
7.855555555555556,2,1,2,9,yes,no,python,poor,excellent,Management,system developer,job,Product based,no,Encyclopedias,salary,stubborn,Management,no,no
6.933333333333333,5,2,9,6,yes,yes,hadoop,medium,poor,Computer Architecture,system developer,job,product development,yes,Guide,Work,gentle,Management,no,yes
7.588888888888889,8,3,2,7,yes,no,python,excellent,poor,Computer Architecture,testing,higherstudies,product development,yes,Self help,salary,stubborn,Technical,no,yes
7.7,4,3,9,9,no,yes,distro making,excellent,excellent,IOT,testing,higherstudies,Web Services,no,Horror,Work,stubborn,Management,yes,yes
7.688888888888888,9,6,1,3,yes,yes,hadoop,excellent,poor,programming,cloud computing,job,Testing and Maintainance Services,yes,Guide,Work,gentle,Technical,yes,yes
7.9,2,1,4,3,yes,yes,information security,medium,medium,programming,system developer,job,Service Based,no,Prayer books,salary,stubborn,Management,no,yes
8.033333333333333,9,0,2,6,yes,yes,python,poor,excellent,hacking,Business process analyst,higherstudies,Finance,yes,Prayer books,Work,gentle,Management,yes,yes
8.266666666666667,9,6,8,5,yes,yes,distro making,poor,medium,Software Engineering,Business process analyst,job,Finance,yes,Health,Work,stubborn,Management,no,no
7.644444444444444,4,2,6,2,yes,yes,app development,excellent,excellent,Software Engineering,testing,higherstudies,SAaS services,yes,Health,Work,gentle,Management,yes,no
7.822222222222223,3,2,6,9,yes,no,machine learning,poor,poor,programming,system developer,higherstudies,Web Services,yes,Math,Work,gentle,Management,no,no
7.622222222222223,5,6,6,3,yes,no,hadoop,excellent,poor,hacking,Business process analyst,higherstudies,Cloud Services,yes,Travel,salary,gentle,Management,no,no
7.7444444444444445,9,6,8,8,no,yes,distro making,medium,excellent,hacking,security,job,Service Based,yes,Encyclopedias,Work,gentle,Technical,yes,yes
7.411111111111111,6,2,4,1,no,no,app development,medium,medium,Software Engineering,developer,job,BPA,no,Math,Work,gentle,Management,yes,yes
8.055555555555555,7,5,2,3,yes,no,python,medium,poor,data engineering,system developer,job,Web Services,no,Health,salary,stubborn,Management,no,no
7.4222222222222225,9,0,4,3,yes,no,hadoop,poor,medium,Software Engineering,security,higherstudies,Service Based,yes,Biographies,Work,gentle,Technical,no,yes
7.677777777777777,7,2,1,9,yes,no,machine learning,excellent,poor,cloud computing,security,job,SAaS services,no,Mystery,salary,stubborn,Technical,yes,no
7.655555555555556,6,2,7,5,no,yes,machine learning,excellent,poor,hacking,developer,higherstudies,SAaS services,no,Satire,Work,stubborn,Management,no,no
8.244444444444444,4,5,2,5,yes,no,hadoop,poor,excellent,hacking,cloud computing,job,Web Services,yes,Self help,salary,gentle,Technical,yes,yes
7.811111111111112,1,4,1,8,no,no,app development,poor,excellent,networks,developer,higherstudies,Product based,yes,Self help,Work,stubborn,Technical,no,yes
7.944444444444445,3,2,6,7,yes,yes,hadoop,medium,poor,Management,security,job,SAaS services,no,Guide,Work,gentle,Technical,yes,yes
7.622222222222223,2,1,8,8,no,no,r programming,excellent,excellent,Management,cloud computing,job,SAaS services,yes,Guide,Work,gentle,Technical,yes,no
7.933333333333333,7,2,8,9,yes,no,full stack,excellent,excellent,cloud computing,system developer,higherstudies,SAaS services,yes,History,salary,gentle,Management,no,no
8.0,3,2,9,6,yes,yes,app development,excellent,medium,Management,security,higherstudies,product development,yes,Poetry,Work,gentle,Technical,yes,yes
7.688888888888888,8,2,7,8,yes,no,distro making,excellent,excellent,data engineering,testing,higherstudies,Service Based,yes,Autobiographies,Work,stubborn,Management,yes,no
7.5,6,4,1,4,yes,no,distro making,medium,poor,hacking,cloud computing,job,Cloud Services,no,Dictionaries,Work,gentle,Technical,yes,no
7.7666666666666675,1,0,6,6,no,yes,distro making,medium,poor,cloud computing,testing,job,Sales and Marketing,yes,Drama,salary,gentle,Technical,yes,yes
7.033333333333333,2,5,4,2,no,no,hadoop,excellent,medium,Management,system developer,job,product development,yes,History,Work,stubborn,Management,no,yes
8.055555555555555,1,4,2,5,no,yes,full stack,medium,poor,programming,system developer,higherstudies,BPA,no,Dictionaries,salary,stubborn,Technical,yes,no
7.166666666666667,8,5,7,7,yes,yes,shell programming,medium,excellent,parallel computing,cloud computing,higherstudies,Product based,no,Guide,Work,gentle,Management,no,yes
7.488888888888889,5,3,3,4,no,yes,shell programming,medium,medium,Software Engineering,developer,job,Web Services,yes,Cookbooks,salary,stubborn,Management,no,no
7.2666666666666675,5,5,2,8,yes,yes,app development,poor,excellent,parallel computing,Business process analyst,job,SAaS services,yes,Poetry,salary,stubborn,Technical,yes,no
7.988888888888889,5,5,3,1,yes,yes,information security,excellent,poor,data engineering,Business process analyst,higherstudies,BPA,no,Dictionaries,Work,stubborn,Management,yes,yes
8.077777777777778,9,1,4,2,no,yes,distro making,medium,medium,Management,developer,higherstudies,Finance,no,Encyclopedias,salary,stubborn,Technical,no,yes
7.633333333333333,7,6,9,5,no,no,python,medium,excellent,programming,testing,higherstudies,Testing and Maintainance Services,yes,Encyclopedias,salary,gentle,Management,no,no
7.811111111111112,2,1,2,8,yes,yes,r programming,poor,medium,hacking,system developer,job,Service Based,yes,Drama,Work,gentle,Technical,no,no
7.4222222222222225,4,6,1,7,no,yes,full stack,excellent,poor,hacking,cloud computing,job,Cloud Services,no,Romance,salary,stubborn,Technical,yes,no
7.277777777777777,3,6,5,7,yes,no,r programming,poor,excellent,programming,security,job,SAaS services,yes,Trilogy,Work,gentle,Technical,yes,yes
7.066666666666667,4,2,6,3,yes,yes,r programming,medium,excellent,cloud computing,security,job,product development,yes,Encyclopedias,salary,gentle,Management,yes,no
7.488888888888889,3,4,2,6,yes,no,distro making,medium,excellent,Computer Architecture,security,higherstudies,Product based,yes,Guide,salary,gentle,Management,yes,yes
7.855555555555556,4,0,3,5,no,yes,hadoop,poor,medium,Computer Architecture,testing,higherstudies,Testing and Maintainance Services,yes,Anthology,salary,stubborn,Management,yes,yes
8.511111111111111,4,5,8,4,no,yes,machine learning,excellent,medium,IOT,system developer,higherstudies,Sales and Marketing,no,Prayer books,Work,gentle,Management,yes,yes
7.688888888888888,9,2,3,6,no,yes,full stack,excellent,poor,data engineering,Business process analyst,higherstudies,BPA,no,Horror,salary,stubborn,Technical,no,no
7.622222222222223,3,1,3,8,no,no,hadoop,excellent,excellent,Management,Business process analyst,higherstudies,Testing and Maintainance Services,no,Series,Work,gentle,Management,no,yes
8.133333333333333,2,5,3,3,no,yes,hadoop,excellent,excellent,Software Engineering,system developer,job,Web Services,yes,Self help,salary,stubborn,Technical,no,no
7.966666666666667,4,3,8,6,no,yes,shell programming,poor,poor,programming,testing,higherstudies,Sales and Marketing,yes,Poetry,Work,stubborn,Management,yes,yes
7.622222222222223,1,5,2,1,yes,yes,hadoop,poor,poor,Computer Architecture,security,job,Service Based,yes,Dictionaries,salary,stubborn,Technical,yes,yes
8.022222222222222,3,4,8,7,no,yes,app development,medium,poor,data engineering,Business process analyst,job,product development,no,Health,salary,gentle,Technical,no,yes
7.377777777777777,7,5,5,1,yes,no,app development,medium,medium,networks,system developer,higherstudies,BPA,yes,Self help,salary,gentle,Management,yes,yes
